Volcano_Number,Volcano_Name,Country,Primary_Volcano_Type,Type_group,Tectonic_Setting,Last_Eruption_Year,years_since,dated
264180,Lewotobi,Indonesia,Stratovolcano(es),Stratovolcano / complex,Subduction zone / Crustal thickness unknown,2026.0,0.0,True
282030,Suwanosejima,Japan,Stratovolcano(es),Stratovolcano / complex,Subduction zone / Oceanic crust (< 15 km),2026.0,0.0,True
260010,Barren Island,India,Stratovolcano,Stratovolcano / complex,Subduction zone / Continental crust (> 25 km),2026.0,0.0,True
273070,Taal,Philippines,Caldera,Caldera,Subduction zone / Continental crust (> 25 km),2026.0,0.0,True
261140,Marapi,Indonesia,Complex,Stratovolcano / complex,Subduction zone / Continental crust (> 25 km),2026.0,0.0,True
300190,Krasheninnikov,Russia,Caldera,Caldera,Subduction zone / Continental crust (> 25 km),2026.0,0.0,True
273030,Mayon,Philippines,Stratovolcano,Stratovolcano / complex,Subduction zone / Continental crust (> 25 km),2026.0,0.0,True
354006,Sabancaya,Peru,Stratovolcano(es),Stratovolcano / complex,Subduction zone / Continental crust (> 25 km),2026.0,0.0,True
272020,Kanlaon,Philippines,Stratovolcano,Stratovolcano / complex,Subduction zone / Continental crust (> 25 km),2026.0,0.0,True
300270,Sheveluch,Russia,Stratovolcano,Stratovolcano / complex,Subduction zone / Continental crust (> 25 km),2026.0,0.0,True
311120,Great Sitkin,United States,Stratovolcano,Stratovolcano / complex,Subduction zone / Intermediate crust (15-25 km),2026.0,0.0,True
223030,Nyiragongo,DR Congo,Stratovolcano,Stratovolcano / complex,Rift zone / Continental crust (> 25 km),2026.0,0.0,True
223020,Nyamulagira,DR Congo,Shield,Shield,Rift zone / Continental crust (> 25 km),2026.0,0.0,True
268030,Ibu,Indonesia,Stratovolcano,Stratovolcano / complex,Subduction zone / Oceanic crust (< 15 km),2026.0,0.0,True
268010,Dukono,Indonesia,Complex,Stratovolcano / complex,Subduction zone / Oceanic crust (< 15 km),2026.0,0.0,True
390020,Erebus,Antarctica,Stratovolcano,Stratovolcano / complex,Intraplate / Continental crust (> 25 km),2026.0,0.0,True
263250,Merapi,Indonesia,Stratovolcano,Stratovolcano / complex,Subduction zone / Continental crust (> 25 km),2026.0,0.0,True
263300,Semeru,Indonesia,Stratovolcano,Stratovolcano / complex,Subduction zone / Continental crust (> 25 km),2026.0,0.0,True
264230,Lewotolok,Indonesia,Stratovolcano,Stratovolcano / complex,Subduction zone / Crustal thickness unknown,2026.0,0.0,True
342090,Fuego,Guatemala,Stratovolcano(es),Stratovolcano / complex,Subduction zone / Continental crust (> 25 km),2026.0,0.0,True
243060,Tofua,Tonga,Caldera,Caldera,Subduction zone / Oceanic crust (< 15 km),2026.0,0.0,True
341090,Popocatepetl,Mexico,Stratovolcano(es),Stratovolcano / complex,Subduction zone / Continental crust (> 25 km),2026.0,0.0,True
222120,"Lengai, Ol Doinyo",Tanzania,Stratovolcano,Stratovolcano / complex,Rift zone / Continental crust (> 25 km),2026.0,0.0,True
344100,Masaya,Nicaragua,Caldera,Caldera,Subduction zone / Continental crust (> 25 km),2026.0,0.0,True
390090,Saunders,United Kingdom,Stratovolcano,Stratovolcano / complex,Subduction zone / Oceanic crust (< 15 km),2026.0,0.0,True
233020,"Fournaise, Piton de la",France,Shield,Shield,Intraplate / Oceanic crust (< 15 km),2026.0,0.0,True
352010,Reventador,Ecuador,Stratovolcano,Stratovolcano / complex,Subduction zone / Continental crust (> 25 km),2026.0,0.0,True
243080,Home Reef,Tonga,Stratovolcano,Stratovolcano / complex,Subduction zone / Oceanic crust (< 15 km),2026.0,0.0,True
355100,Lascar,Chile,Stratovolcano(es),Stratovolcano / complex,Subduction zone / Continental crust (> 25 km),2026.0,0.0,True
251020,Manam,Papua New Guinea,Stratovolcano,Stratovolcano / complex,Subduction zone / Continental crust (> 25 km),2026.0,0.0,True
351060,Purace,Colombia,Stratovolcano(es),Stratovolcano / complex,Subduction zone / Continental crust (> 25 km),2026.0,0.0,True
284141,Ahyi,United States,Stratovolcano,Stratovolcano / complex,Subduction zone / Crustal thickness unknown,2026.0,0.0,True
211040,Stromboli,Italy,Stratovolcano,Stratovolcano / complex,Subduction zone / Continental crust (> 25 km),2026.0,0.0,True
351020,"Ruiz, Nevado del",Colombia,Stratovolcano,Stratovolcano / complex,Subduction zone / Continental crust (> 25 km),2026.0,0.0,True
211060,Etna,Italy,Stratovolcano(es),Stratovolcano / complex,Subduction zone / Continental crust (> 25 km),2026.0,0.0,True
352090,Sangay,Ecuador,Stratovolcano,Stratovolcano / complex,Subduction zone / Continental crust (> 25 km),2026.0,0.0,True
252010,Langila,Papua New Guinea,Complex,Stratovolcano / complex,Subduction zone / Continental crust (> 25 km),2026.0,0.0,True
257100,Yasur,Vanuatu,Stratovolcano,Stratovolcano / complex,Subduction zone / Intermediate crust (15-25 km),2026.0,0.0,True
285070,Akan,Japan,Caldera,Caldera,Subduction zone / Continental crust (> 25 km),2026.0,0.0,True
241040,Whakaari/White Island,New Zealand,Stratovolcano(es),Stratovolcano / complex,Subduction zone / Continental crust (> 25 km),2026.0,0.0,True
332010,Kilauea,United States,Shield,Shield,Intraplate / Oceanic crust (< 15 km),2026.0,0.0,True
345040,Poas,Costa Rica,Stratovolcano,Stratovolcano / complex,Subduction zone / Continental crust (> 25 km),2026.0,0.0,True
282080,Aira,Japan,Caldera,Caldera,Subduction zone / Continental crust (> 25 km),2026.0,0.0,True
255020,Bagana,Papua New Guinea,Lava cone,Monogenetic / field,Subduction zone / Crustal thickness unknown,2026.0,0.0,True
234010,Heard,Australia,Stratovolcano,Stratovolcano / complex,Intraplate / Oceanic crust (< 15 km),2026.0,0.0,True
257030,Ambae,Vanuatu,Shield,Shield,Subduction zone / Intermediate crust (15-25 km),2026.0,0.0,True
342030,Santa Maria,Guatemala,Stratovolcano,Stratovolcano / complex,Subduction zone / Continental crust (> 25 km),2026.0,0.0,True
311160,Atka Volcanic Complex,United States,Stratovolcano(es),Stratovolcano / complex,Subduction zone / Intermediate crust (15-25 km),2025.0,1.0,True
252120,Ulawun,Papua New Guinea,Stratovolcano,Stratovolcano / complex,Subduction zone / Continental crust (> 25 km),2025.0,1.0,True
261230,Dempo,Indonesia,Stratovolcano(es),Stratovolcano / complex,Subduction zone / Continental crust (> 25 km),2025.0,1.0,True
357120,Villarrica,Chile,Stratovolcano,Stratovolcano / complex,Subduction zone / Continental crust (> 25 km),2025.0,1.0,True
334050,Northern EPR at 9.8°N,Undersea Features,Fissure vent(s),Monogenetic / field,Rift zone / Oceanic crust (< 15 km),2025.0,1.0,True
357040,Planchon-Peteroa,Chile,Stratovolcano(es),Stratovolcano / complex,Subduction zone / Continental crust (> 25 km),2025.0,1.0,True
263200,Dieng Volcanic Complex,Indonesia,Complex,Stratovolcano / complex,Subduction zone / Continental crust (> 25 km),2025.0,1.0,True
284120,Ioto,Japan,Caldera,Caldera,Subduction zone / Crustal thickness unknown,2025.0,1.0,True
371020,Reykjanes,Iceland,Crater rows,Monogenetic / field,Rift zone / Oceanic crust (< 15 km),2025.0,1.0,True
263340,Raung,Indonesia,Stratovolcano,Stratovolcano / complex,Subduction zone / Continental crust (> 25 km),2025.0,1.0,True
300130,Karymsky,Russia,Stratovolcano,Stratovolcano / complex,Subduction zone / Continental crust (> 25 km),2025.0,1.0,True
221080,Erta Ale,Ethiopia,Shield,Shield,Rift zone / Intermediate crust (15-25 km),2025.0,1.0,True
221091,Hayli Gubbi,Ethiopia,Shield,Shield,Rift zone / Intermediate crust (15-25 km),2025.0,1.0,True
273010,Bulusan,Philippines,Stratovolcano(es),Stratovolcano / complex,Subduction zone / Continental crust (> 25 km),2025.0,1.0,True
300250,Bezymianny,Russia,Stratovolcano,Stratovolcano / complex,Subduction zone / Continental crust (> 25 km),2025.0,1.0,True
300260,Klyuchevskoy,Russia,Stratovolcano,Stratovolcano / complex,Subduction zone / Continental crust (> 25 km),2025.0,1.0,True
344040,Telica,Nicaragua,Stratovolcano(es),Stratovolcano / complex,Subduction zone / Continental crust (> 25 km),2025.0,1.0,True
282060,Kikai,Japan,Caldera,Caldera,Subduction zone / Oceanic crust (< 15 km),2025.0,1.0,True
282090,Kirishimayama,Japan,Shield,Shield,Subduction zone / Continental crust (> 25 km),2025.0,1.0,True
344120,Concepcion,Nicaragua,Stratovolcano,Stratovolcano / complex,Subduction zone / Continental crust (> 25 km),2024.0,2.0,True
290380,Ebeko,Russia,Stratovolcano,Stratovolcano / complex,Subduction zone / Continental crust (> 25 km),2024.0,2.0,True
354020,Ubinas,Peru,Stratovolcano,Stratovolcano / complex,Subduction zone / Continental crust (> 25 km),2024.0,2.0,True
256010,Tinakula,Solomon Islands,Stratovolcano,Stratovolcano / complex,Subduction zone / Crustal thickness unknown,2024.0,2.0,True
344020,San Cristobal,Nicaragua,Stratovolcano,Stratovolcano / complex,Subduction zone / Continental crust (> 25 km),2024.0,2.0,True
353010,Fernandina,Ecuador,Shield,Shield,Rift zone / Oceanic crust (< 15 km),2024.0,2.0,True
357090,Copahue,Chile-Argentina,Stratovolcano,Stratovolcano / complex,Subduction zone / Continental crust (> 25 km),2024.0,2.0,True
261270,Suoh,Indonesia,Caldera(s),Caldera,Subduction zone / Continental crust (> 25 km),2024.0,2.0,True
257040,Ambrym,Vanuatu,Shield(pyroclastic),Shield,Subduction zone / Intermediate crust (15-25 km),2024.0,2.0,True
267010,Ruang,Indonesia,Stratovolcano,Stratovolcano / complex,Subduction zone / Oceanic crust (< 15 km),2024.0,2.0,True
345020,Rincon de la Vieja,Costa Rica,Complex,Stratovolcano / complex,Subduction zone / Continental crust (> 25 km),2024.0,2.0,True
261170,Kerinci,Indonesia,Stratovolcano,Stratovolcano / complex,Subduction zone / Continental crust (> 25 km),2024.0,2.0,True
262000,Krakatau,Indonesia,Caldera,Caldera,Subduction zone / Continental crust (> 25 km),2024.0,2.0,True
290360,Chikurachki,Russia,Stratovolcano(es),Stratovolcano / complex,Subduction zone / Continental crust (> 25 km),2023.0,3.0,True
284202,Ruby,United States,Stratovolcano,Stratovolcano / complex,Subduction zone / Crustal thickness unknown,2023.0,3.0,True
284100,Kaitoku Seamount,Japan,Stratovolcano,Stratovolcano / complex,Subduction zone / Crustal thickness unknown,2023.0,3.0,True
251002,Kadovar,Papua New Guinea,Stratovolcano,Stratovolcano / complex,Subduction zone / Continental crust (> 25 km),2023.0,3.0,True
352050,Cotopaxi,Ecuador,Stratovolcano,Stratovolcano / complex,Subduction zone / Continental crust (> 25 km),2023.0,3.0,True
311360,Shishaldin,United States,Stratovolcano,Stratovolcano / complex,Subduction zone / Continental crust (> 25 km),2023.0,3.0,True
284096,Nishinoshima,Japan,Caldera,Caldera,Subduction zone / Crustal thickness unknown,2023.0,3.0,True
343100,San Miguel,El Salvador,Stratovolcano,Stratovolcano / complex,Subduction zone / Continental crust (> 25 km),2023.0,3.0,True
267020,Karangetang,Indonesia,Stratovolcano,Stratovolcano / complex,Subduction zone / Oceanic crust (< 15 km),2023.0,3.0,True
311060,Semisopochnoi,United States,Stratovolcano,Stratovolcano / complex,Subduction zone / Intermediate crust (15-25 km),2023.0,3.0,True
263310,Tengger Caldera,Indonesia,Stratovolcano(es),Stratovolcano / complex,Subduction zone / Continental crust (> 25 km),2023.0,3.0,True
371032,Fagradalsfjall,Iceland,Fissure vent,Monogenetic / field,Rift zone / Oceanic crust (< 15 km),2023.0,3.0,True
311110,Kanaga,United States,Stratovolcano,Stratovolcano / complex,Subduction zone / Intermediate crust (15-25 km),2023.0,3.0,True
257060,East Epi,Vanuatu,Stratovolcano(es),Stratovolcano / complex,Subduction zone / Intermediate crust (15-25 km),2023.0,3.0,True
357070,"Chillan, Nevados de",Chile,Stratovolcano,Stratovolcano / complex,Subduction zone / Continental crust (> 25 km),2022.0,4.0,True
264020,Agung,Indonesia,Stratovolcano,Stratovolcano / complex,Subduction zone / Continental crust (> 25 km),2022.0,4.0,True
312030,Pavlof,United States,Stratovolcano,Stratovolcano / complex,Subduction zone / Continental crust (> 25 km),2022.0,4.0,True
257020,Gaua,Vanuatu,Stratovolcano,Stratovolcano / complex,Subduction zone / Intermediate crust (15-25 km),2022.0,4.0,True
290390,Alaid,Russia,Stratovolcano,Stratovolcano / complex,Subduction zone / Continental crust (> 25 km),2022.0,4.0,True
264050,Sangeang Api,Indonesia,Complex,Stratovolcano / complex,Subduction zone / Continental crust (> 25 km),2022.0,4.0,True
290260,Chirinkotan,Russia,Stratovolcano,Stratovolcano / complex,Subduction zone / Intermediate crust (15-25 km),2022.0,4.0,True
243040,Hunga Tonga-Hunga Ha'apai,Tonga,Caldera,Caldera,Subduction zone / Oceanic crust (< 15 km),2022.0,4.0,True
284110,Kita-Ioto,Japan,Stratovolcano,Stratovolcano / complex,Subduction zone / Crustal thickness unknown,2022.0,4.0,True
345070,Turrialba,Costa Rica,Stratovolcano,Stratovolcano / complex,Subduction zone / Continental crust (> 25 km),2022.0,4.0,True
353020,Wolf,Ecuador,Shield,Shield,Rift zone / Oceanic crust (< 15 km),2022.0,4.0,True
332020,Mauna Loa,United States,Shield,Shield,Intraplate / Oceanic crust (< 15 km),2022.0,4.0,True
342110,Pacaya,Guatemala,Complex,Stratovolcano / complex,Subduction zone / Continental crust (> 25 km),2021.0,5.0,True
284130,Fukutoku-Oka-no-Ba,Japan,Pyroclastic cone,Monogenetic / field,Subduction zone / Crustal thickness unknown,2021.0,5.0,True
284170,Pagan,United States,Stratovolcano(es),Stratovolcano / complex,Subduction zone / Crustal thickness unknown,2021.0,5.0,True
290240,Sarychev Peak,Russia,Stratovolcano,Stratovolcano / complex,Subduction zone / Intermediate crust (15-25 km),2021.0,5.0,True
282110,Asosan,Japan,Caldera,Caldera,Subduction zone / Continental crust (> 25 km),2021.0,5.0,True
273083,Pinatubo,Philippines,Stratovolcano,Stratovolcano / complex,Subduction zone / Continental crust (> 25 km),2021.0,5.0,True
360150,Soufriere St. Vincent,Saint Vincent and the Grenadines,Stratovolcano,Stratovolcano / complex,Subduction zone / Oceanic crust (< 15 km),2021.0,5.0,True
264270,Sirung,Indonesia,Complex,Stratovolcano / complex,Subduction zone / Crustal thickness unknown,2021.0,5.0,True
264250,Iliwerung,Indonesia,Complex,Stratovolcano / complex,Subduction zone / Crustal thickness unknown,2021.0,5.0,True
312070,Veniaminof,United States,Stratovolcano,Stratovolcano / complex,Subduction zone / Continental crust (> 25 km),2021.0,5.0,True
383010,La Palma,Spain,Stratovolcano(es),Stratovolcano / complex,Intraplate / Oceanic crust (< 15 km),2021.0,5.0,True
261080,Sinabung,Indonesia,Stratovolcano,Stratovolcano / complex,Subduction zone / Continental crust (> 25 km),2021.0,5.0,True
266030,Soputan,Indonesia,Stratovolcano,Stratovolcano / complex,Subduction zone / Continental crust (> 25 km),2020.0,6.0,True
311240,Cleveland,United States,Stratovolcano,Stratovolcano / complex,Subduction zone / Intermediate crust (15-25 km),2020.0,6.0,True
282050,Kuchinoerabujima,Japan,Stratovolcano(es),Stratovolcano / complex,Subduction zone / Oceanic crust (< 15 km),2020.0,6.0,True
290250,Raikoke,Russia,Stratovolcano,Stratovolcano / complex,Subduction zone / Intermediate crust (15-25 km),2019.0,7.0,True
283110,Asamayama,Japan,Complex,Stratovolcano / complex,Subduction zone / Continental crust (> 25 km),2019.0,7.0,True
243070,Lateiki,Tonga,Stratovolcano,Stratovolcano / complex,Subduction zone / Oceanic crust (< 15 km),2019.0,7.0,True
341040,Colima,Mexico,Stratovolcano(es),Stratovolcano / complex,Subduction zone / Continental crust (> 25 km),2019.0,7.0,True
243091,Tofua Arc at 18.3°S,Tonga,Stratovolcano,Stratovolcano / complex,Subduction zone / Oceanic crust (< 15 km),2019.0,7.0,True
233040,Fani Maore,France,Cone,Monogenetic / field,Intraplate / Oceanic crust (< 15 km),2019.0,7.0,True
263090,Tangkuban Parahu,Indonesia,Stratovolcano,Stratovolcano / complex,Subduction zone / Continental crust (> 25 km),2019.0,7.0,True
283120,Kusatsu-Shiranesan,Japan,Stratovolcano(es),Stratovolcano / complex,Subduction zone / Continental crust (> 25 km),2018.0,8.0,True
353050,"Negra, Sierra",Ecuador,Shield,Shield,Rift zone / Oceanic crust (< 15 km),2018.0,8.0,True
268060,Gamalama,Indonesia,Stratovolcano(es),Stratovolcano / complex,Subduction zone / Oceanic crust (< 15 km),2018.0,8.0,True
360160,Kick 'em Jenny,Grenada,Complex,Stratovolcano / complex,Subduction zone / Oceanic crust (< 15 km),2017.0,9.0,True
311300,Bogoslof,United States,Stratovolcano,Stratovolcano / complex,Subduction zone / Intermediate crust (15-25 km),2017.0,9.0,True
243030,Tofua Arc at 20.9°S,Tonga,Stratovolcano,Stratovolcano / complex,Subduction zone / Oceanic crust (< 15 km),2017.0,9.0,True
300010,Kambalny,Russia,Stratovolcano,Stratovolcano / complex,Subduction zone / Continental crust (> 25 km),2017.0,9.0,True
390080,Bristol Island,United Kingdom,Stratovolcano,Stratovolcano / complex,Subduction zone / Oceanic crust (< 15 km),2016.0,10.0,True
344090,Momotombo,Nicaragua,Stratovolcano,Stratovolcano / complex,Subduction zone / Continental crust (> 25 km),2016.0,10.0,True
390130,Zavodovski,United Kingdom,Stratovolcano,Stratovolcano / complex,Subduction zone / Oceanic crust (< 15 km),2016.0,10.0,True
300120,Zhupanovsky,Russia,Compound,Stratovolcano / complex,Subduction zone / Continental crust (> 25 km),2016.0,10.0,True
264030,Rinjani,Indonesia,Stratovolcano,Stratovolcano / complex,Subduction zone / Continental crust (> 25 km),2016.0,10.0,True
290150,Chirpoi,Russia,Caldera,Caldera,Subduction zone / Oceanic crust (< 15 km),2016.0,10.0,True
352080,Tungurahua,Ecuador,Stratovolcano,Stratovolcano / complex,Subduction zone / Continental crust (> 25 km),2016.0,10.0,True
283020,Hakoneyama,Japan,Complex,Stratovolcano / complex,Subduction zone / Continental crust (> 25 km),2015.0,11.0,True
266100,Lokon-Empung,Indonesia,Stratovolcano(es),Stratovolcano / complex,Subduction zone / Continental crust (> 25 km),2015.0,11.0,True
284305,Mariana Back-Arc Segment at 15.5°N,United States,Fissure vent,Monogenetic / field,Subduction zone / Oceanic crust (< 15 km),2015.0,11.0,True
264260,"Tara, Batu",Indonesia,Stratovolcano,Stratovolcano / complex,Subduction zone / Oceanic crust (< 15 km),2015.0,11.0,True
384010,Fogo,Cabo Verde,Stratovolcano,Stratovolcano / complex,Intraplate / Intermediate crust (15-25 km),2015.0,11.0,True
358020,Calbuco,Chile,Stratovolcano,Stratovolcano / complex,Subduction zone / Continental crust (> 25 km),2015.0,11.0,True
373030,Bardarbunga,Iceland,Stratovolcano,Stratovolcano / complex,Rift zone / Oceanic crust (< 15 km),2015.0,11.0,True
331021,Axial Seamount,Undersea Features,Fissure vent(s),Monogenetic / field,Rift zone / Oceanic crust (< 15 km),2015.0,11.0,True
255060,Kavachi,Solomon Islands,Stratovolcano,Stratovolcano / complex,Subduction zone / Crustal thickness unknown,2014.0,12.0,True
263180,Slamet,Indonesia,Stratovolcano,Stratovolcano / complex,Subduction zone / Continental crust (> 25 km),2014.0,12.0,True
252140,Rabaul,Papua New Guinea,Caldera,Caldera,Subduction zone / Continental crust (> 25 km),2014.0,12.0,True
283040,Ontakesan,Japan,Complex,Stratovolcano / complex,Subduction zone / Continental crust (> 25 km),2014.0,12.0,True
351080,Galeras,Colombia,Complex,Stratovolcano / complex,Subduction zone / Continental crust (> 25 km),2014.0,12.0,True
263280,Kelud,Indonesia,Stratovolcano,Stratovolcano / complex,Subduction zone / Continental crust (> 25 km),2014.0,12.0,True
242050,Monowai,New Zealand,Stratovolcano,Stratovolcano / complex,Subduction zone / Oceanic crust (< 15 km),2014.0,12.0,True
290070,Etorofu-Yakeyama [Grozny Group],Japan - administered by Russia,Complex,Stratovolcano / complex,Subduction zone / Intermediate crust (15-25 km),2013.0,13.0,True
264150,Paluweh,Indonesia,Stratovolcano,Stratovolcano / complex,Subduction zone / Crustal thickness unknown,2013.0,13.0,True
221020,Zubair Group,Yemen,Shield,Shield,Rift zone / Oceanic crust (< 15 km),2013.0,13.0,True
360050,Soufriere Hills,United Kingdom,Stratovolcano,Stratovolcano / complex,Subduction zone / Oceanic crust (< 15 km),2013.0,13.0,True
300240,Tolbachik,Russia,Shield,Shield,Subduction zone / Continental crust (> 25 km),2013.0,13.0,True
300230,Kizimen,Russia,Stratovolcano,Stratovolcano / complex,Subduction zone / Continental crust (> 25 km),2013.0,13.0,True
383020,Hierro,Spain,Shield,Shield,Intraplate / Oceanic crust (< 15 km),2012.0,14.0,True
252080,Witori,Papua New Guinea,Caldera,Caldera,Subduction zone / Continental crust (> 25 km),2012.0,14.0,True
242005,Havre Seamount,New Zealand,Stratovolcano,Stratovolcano / complex,Subduction zone / Oceanic crust (< 15 km),2012.0,14.0,True
351050,"Huila, Nevado del",Colombia,Stratovolcano,Stratovolcano / complex,Subduction zone / Continental crust (> 25 km),2012.0,14.0,True
221101,Nabro,Eritrea,Stratovolcano,Stratovolcano / complex,Rift zone / Intermediate crust (15-25 km),2012.0,14.0,True
241080,Tongariro,New Zealand,Stratovolcano(es),Stratovolcano / complex,Subduction zone / Continental crust (> 25 km),2012.0,14.0,True
357150,Puyehue-Cordon Caulle,Chile,Stratovolcano,Stratovolcano / complex,Subduction zone / Continental crust (> 25 km),2012.0,14.0,True
221041,Dallol,Ethiopia,Explosion crater(s),Monogenetic / field,Rift zone / Intermediate crust (15-25 km),2011.0,15.0,True
373010,Grimsvotn,Iceland,Caldera,Caldera,Rift zone / Oceanic crust (< 15 km),2011.0,15.0,True
358041,Chaiten,Chile,Caldera,Caldera,Subduction zone / Continental crust (> 25 km),2011.0,15.0,True
358057,"Hudson, Cerro",Chile,Stratovolcano,Stratovolcano / complex,Subduction zone / Continental crust (> 25 km),2011.0,15.0,True
284040,Miyakejima,Japan,Stratovolcano,Stratovolcano / complex,Subduction zone / Oceanic crust (< 15 km),2010.0,16.0,True
284193,South Sarigan Seamount,United States,Stratovolcano,Stratovolcano / complex,Subduction zone / Crustal thickness unknown,2010.0,16.0,True
290270,Ekarma,Russia,Stratovolcano,Stratovolcano / complex,Subduction zone / Intermediate crust (15-25 km),2010.0,16.0,True
300070,Gorely,Russia,Caldera,Caldera,Subduction zone / Continental crust (> 25 km),2010.0,16.0,True
345033,Arenal,Costa Rica,Stratovolcano,Stratovolcano / complex,Subduction zone / Continental crust (> 25 km),2010.0,16.0,True
372020,Eyjafjallajokull,Iceland,Stratovolcano,Stratovolcano / complex,Rift zone / Oceanic crust (< 15 km),2010.0,16.0,True
284211,NW Rota-1,United States,Stratovolcano,Stratovolcano / complex,Subduction zone / Crustal thickness unknown,2010.0,16.0,True
243130,West Mata,Tonga,Fissure vent(s),Monogenetic / field,Subduction zone / Oceanic crust (< 15 km),2009.0,17.0,True
357110,Llaima,Chile,Stratovolcano,Stratovolcano / complex,Subduction zone / Continental crust (> 25 km),2009.0,17.0,True
313030,Redoubt,United States,Stratovolcano,Stratovolcano / complex,Subduction zone / Continental crust (> 25 km),2009.0,17.0,True
221115,Manda Hararo,Ethiopia,Shield(s),Shield,Rift zone / Intermediate crust (15-25 km),2009.0,17.0,True
300090,Koryaksky,Russia,Stratovolcano,Stratovolcano / complex,Subduction zone / Continental crust (> 25 km),2009.0,17.0,True
252070,Krummel-Garbuna-Welcker,Papua New Guinea,Stratovolcano(es),Stratovolcano / complex,Subduction zone / Continental crust (> 25 km),2008.0,18.0,True
221060,Alu-Dalafilla,Ethiopia,Fissure vent(s),Monogenetic / field,Rift zone / Intermediate crust (15-25 km),2008.0,18.0,True
221010,"Tair, Jebel at",Yemen,Stratovolcano,Stratovolcano / complex,Rift zone / Oceanic crust (< 15 km),2008.0,18.0,True
353060,"Azul, Cerro",Ecuador,Shield,Shield,Rift zone / Oceanic crust (< 15 km),2008.0,18.0,True
264160,Egon,Indonesia,Stratovolcano,Stratovolcano / complex,Subduction zone / Crustal thickness unknown,2008.0,18.0,True
321050,St. Helens,United States,Stratovolcano,Stratovolcano / complex,Subduction zone / Continental crust (> 25 km),2008.0,18.0,True
241130,Rumble III,New Zealand,Stratovolcano,Stratovolcano / complex,Subduction zone / Oceanic crust (< 15 km),2008.0,18.0,True
311290,Okmok,United States,Shield,Shield,Subduction zone / Intermediate crust (15-25 km),2008.0,18.0,True
311130,Kasatochi,United States,Stratovolcano,Stratovolcano / complex,Subduction zone / Intermediate crust (15-25 km),2008.0,18.0,True
243120,Tafu-Maka,Tonga,Fissure vent,Monogenetic / field,Rift zone / Oceanic crust (< 15 km),2008.0,18.0,True
284200,Anatahan,United States,Stratovolcano,Stratovolcano / complex,Subduction zone / Crustal thickness unknown,2008.0,18.0,True
261160,Talang,Indonesia,Stratovolcano,Stratovolcano / complex,Subduction zone / Continental crust (> 25 km),2007.0,19.0,True
268040,Gamkonora,Indonesia,Stratovolcano,Stratovolcano / complex,Subduction zone / Oceanic crust (< 15 km),2007.0,19.0,True
390081,Montagu Island,United Kingdom,Shield,Shield,Subduction zone / Oceanic crust (< 15 km),2007.0,19.0,True
241100,Ruapehu,New Zealand,Stratovolcano,Stratovolcano / complex,Subduction zone / Continental crust (> 25 km),2007.0,19.0,True
257050,Lopevi,Vanuatu,Stratovolcano,Stratovolcano / complex,Subduction zone / Intermediate crust (15-25 km),2007.0,19.0,True
233010,Karthala,Union of the Comoros,Shield,Shield,Intraplate / Oceanic crust (< 15 km),2007.0,19.0,True
251070,Ritter Island,Papua New Guinea,Stratovolcano,Stratovolcano / complex,Subduction zone / Continental crust (> 25 km),2007.0,19.0,True
312260,Fourpeaked,United States,Stratovolcano,Stratovolcano / complex,Subduction zone / Continental crust (> 25 km),2006.0,20.0,True
313010,Augustine,United States,Lava dome(s),Monogenetic / field,Subduction zone / Continental crust (> 25 km),2006.0,20.0,True
242030,Raoul Island,New Zealand,Stratovolcano,Stratovolcano / complex,Subduction zone / Oceanic crust (< 15 km),2006.0,20.0,True
343020,Santa Ana,El Salvador,Stratovolcano,Stratovolcano / complex,Subduction zone / Continental crust (> 25 km),2005.0,21.0,True
266020,Ambang,Indonesia,Complex,Stratovolcano / complex,Subduction zone / Continental crust (> 25 km),2005.0,21.0,True
234011,McDonald Islands,Australia,Complex,Stratovolcano / complex,Intraplate / Oceanic crust (< 15 km),2005.0,21.0,True
221113,Dabbahu,Ethiopia,Stratovolcano,Stratovolcano / complex,Rift zone / Intermediate crust (15-25 km),2005.0,21.0,True
267040,Awu,Indonesia,Stratovolcano,Stratovolcano / complex,Subduction zone / Oceanic crust (< 15 km),2004.0,22.0,True
285050,Tokachidake,Japan,Stratovolcano(es),Stratovolcano / complex,Subduction zone / Continental crust (> 25 km),2004.0,22.0,True
386011,Nightingale Island,United Kingdom,Stratovolcano,Stratovolcano / complex,Rift zone / Oceanic crust (< 15 km),2004.0,22.0,True
234070,Marion Island,South Africa,Shield(s),Shield,Rift zone / Oceanic crust (< 15 km),2004.0,22.0,True
244000,Vailulu'u,United States,Shield,Shield,Subduction zone / Oceanic crust (< 15 km),2003.0,23.0,True
334040,Northern EPR at 10.7°N,Undersea Features,Fissure vent(s),Monogenetic / field,Intraplate / Oceanic crust (< 15 km),2003.0,23.0,True
263100,Papandayan,Indonesia,Stratovolcano(es),Stratovolcano / complex,Subduction zone / Continental crust (> 25 km),2002.0,24.0,True
284090,Izu-Torishima,Japan,Stratovolcano,Stratovolcano / complex,Subduction zone / Oceanic crust (< 15 km),2002.0,24.0,True
352020,Guagua Pichincha,Ecuador,Stratovolcano,Stratovolcano / complex,Subduction zone / Continental crust (> 25 km),2002.0,24.0,True
385052,Walvis Ridge at 33°S,Undersea Features,Cone,Monogenetic / field,Intraplate / Oceanic crust (< 15 km),2002.0,24.0,True
